run,model,summary,diagnostic,dataset,id,rho,pmp_error,pmp_error_lower_threshold,pmp_error_upper_threshold,classification
run1,m1,S=2D,l2,simulated_from_m1,s14,-0.0181474633607928,-0.0008878014143708,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m1,s15,-0.2091823663016597,-0.0002446311761613,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m1,s16,-0.1195681661100224,0.0033920187345165,-0.0012848800783843,0.0012131901395627,FN
run1,m1,S=2D,l2,simulated_from_m1,s2,1.7930778137303574,-0.0007980030217918,-0.0012848800783843,0.0012131901395627,FP
run1,m1,S=2D,l2,simulated_from_m1,s3,0.0790598136823362,-0.0003762238750095,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m1,s4,0.0821392962760426,1.2645045122550158e-05,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m1,s5,-0.4137097601176479,0.0004640047989598,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m1,s6,0.0950601755476185,0.0272930747368394,-0.0012848800783843,0.0012131901395627,FN
run1,m1,S=2D,l2,simulated_from_m1,s7,-0.1221123710089337,-0.0016391606349057,-0.0012848800783843,0.0012131901395627,FN
run1,m1,S=2D,l2,simulated_from_m1,s8,-0.3486043173682426,-0.0002902090628329,-0.0012848800783843,0.0012131901395627,TN
run1,m1,S=2D,l2,simulated_from_m1,s9,0.2558586994868984,-0.0058826095785463,-0.0012848800783843,0.0012131901395627,FN
run1,m1,S=2D,l2,simulated_from_m2,s0,2.4323548633425265,4.239387041946603e-63,-0.0012848800783843,0.0012131901395627,FP
run1,m1,S=2D,l2,simulated_from_m2,s1,1.8871083957142407,1.9805886584909448e-44,-0.0012848800783843,0.0012131901395627,FP
